ASM_0,ASM_135,ASM_45,ASM_90,contrast_0,contrast_135,contrast_45,contrast_90,correlation_0,correlation_135,correlation_45,correlation_90,energy_0,energy_135,energy_45,energy_90,entropy,hist_entropy,hist_kurtosis,hist_max_bin,hist_mean,hist_skew,hist_std,homogeneity_0,homogeneity_135,homogeneity_45,homogeneity_90,iqr,kurtosis,mad,max,mean,median,min,range,skew,std,var,label,Disorder,filename
0.9643155266108095,0.9614237328222284,0.9634094571947394,0.960783223642532,0.1765227982621419,0.2847841343445663,0.2082003364227907,0.3135074494846521,0.8629138249526697,0.7794200263060027,0.838740175253729,0.7565269537994223,0.9819955605568652,0.9805214100217466,0.9815338393042606,0.980195110555754,3.604053847427549,1.697197968595313,1.2714452846718958,1353,264.5,1.6505116282159815,432.35546717949575,0.9928883317967484,0.9907066533630084,0.9924314744902202,0.9899591385134076,18.0,5.779103843286739,9.0,255,106.44423440453686,105.0,69,186,1.5108088212503463,16.167124271545486,261.3759072115951,1,ischemic,10003.png
0.9717560095749994,0.9725239877488844,0.9710624330958628,0.9714130954436916,0.0583701517648805,0.0464573821398651,0.0705761670891315,0.0708204598101409,0.821357614281065,0.8581721366745182,0.7845790964976566,0.7832466902687433,0.9857767865038604,0.9861662386597724,0.9854247586455056,0.9856028246952316,3.383412150975761,1.4944243606326384,2.4729312556522123,1328,210.8125,1.986913071413959,397.0576498995454,0.9940691660632658,0.9951566246255964,0.9936712269533996,0.9937627143275582,17.0,30.76141710369164,10.0,255,57.48384227690483,55.0,6,249,3.299702988319172,19.341458472225327,374.09201583281686,1,ischemic,10017.png
0.994527950687784,0.994127860402014,0.9944502350064068,0.9940635603767514,0.08089993440137,0.1296772576802514,0.0914749849003279,0.1391865281638221,0.8637136839870078,0.7821353278790607,0.8463082952186219,0.7655170179869252,0.9972602187217832,0.9970595866906168,0.9972212470848903,0.9970273514756948,4.157361403519629,2.369788651178707,-1.3201756617341271,100,39.9375,0.4333938055194868,35.14162195673387,0.998255904610152,0.9980132304535276,0.9982379187997198,0.9979418376503608,23.0,-0.1931554379104771,11.0,137,99.39906103286386,100.0,52,85,-0.0085571722802474,13.834548814557644,191.39474090237823,1,ischemic,10024.png
0.9906010466423903,0.9905155272606369,0.9902065605857296,0.9902318999320748,0.1526208211685757,0.1525440847655542,0.1870492881376914,0.182551901358033,0.81449218026974,0.8150780770030946,0.7732457726606952,0.7781097495585473,0.9952894172616664,0.9952464368498068,0.9950911887793398,0.995103949177531,3.944124573020379,2.096668328517721,-0.9035224236207982,223,65.8125,0.8442309441612714,77.3306365145794,0.9970538564795448,0.9971658523647816,0.9967955360793652,0.996871904117131,23.0,1.4056610818445492,10.0,194,128.46153846153845,129.0,45,149,0.1297655303643709,17.640541138248288,311.18869165023017,1,ischemic,10028.png
0.9946221922127692,0.995030504456576,0.9948359729643296,0.9952781808492254,0.1212314948754427,0.0804226404577077,0.0975391918114996,0.0538786384917605,0.6960764235884147,0.7989271159527478,0.7561488922754919,0.8649299788703025,0.9973074599723912,0.9975121473054795,0.9974146274669232,0.99763629486893,4.239028961994295,2.388918688259095,-0.9730614773836144,94,34.9375,0.7292175252465432,31.42345610765945,0.998077190461849,0.9983888451949724,0.9982673897712852,0.9985736590744878,15.0,0.3206187934563558,8.0,131,83.43470483005366,82.0,54,77,0.538891004122363,13.455908699821036,181.06147893791945,1,ischemic,10038.png
0.8113564769959313,0.8123520783870805,0.8120823152387842,0.813575463398497,0.5884886972195295,0.4791401570020994,0.4905837654450084,0.3511867729518118,0.8962922265697401,0.9157458122556338,0.9137340882008288,0.9380870541616808,0.9007520050044204,0.9013033522501892,0.9011535813356534,0.9019833859653302,3.3613029632158407,1.53684671299421,1.5213393674759803,9824,1669.375,1.72047449631218,2977.406880890652,0.9676604669233848,0.9709886276762582,0.9709633098841234,0.9716698046879366,19.0,28.358084658631324,9.0,255,94.7541370273306,92.0,41,214,4.186812180148998,20.96631376544795,439.58631291121225,1,ischemic,10053.png
0.9886543212547464,0.9889345699923098,0.9884524208615466,0.9886619665776,0.1822217831354717,0.1453974143015912,0.2040285732854881,0.18614659323375,0.8208693990287942,0.8574664169535433,0.7999860760639951,0.8170127650566635,0.9943109536729844,0.9944518561750498,0.9942093768660188,0.9943147988902338,3.6155086136512753,2.1246590214842582,1.1454840115220124,345,79.9375,1.426791287353438,97.56758474898312,0.9964148498200482,0.9967924077837812,0.996304316740408,0.996421679340714,14.0,0.6049040183768364,8.0,138,92.7787333854574,92.0,52,86,0.1798094945909004,11.34946281266694,128.8103061361098,1,ischemic,10059.png
0.9971878709980512,0.9969974411733056,0.9971357891924044,0.9969247296496548,0.0772092658691656,0.1028657963902704,0.0833114346179212,0.1111220943029268,0.7328505574809282,0.6450540917846374,0.7125279053714048,0.6154978507474955,0.998592942472031,0.9984975803473972,0.998566859783767,0.9984611753943168,4.618387651945313,2.438068890496968,-0.9398627146404226,51,18.25,0.5505763435992975,15.384651442265437,0.9989720678855276,0.998874810794843,0.9989688344491446,0.9988050610035714,16.0,-0.0253632521633169,8.0,137,102.88698630136986,103.0,70,67,0.1623209842193287,12.034378629568389,144.82626899981233,1,ischemic,10060.png
0.8934188795073775,0.8928105898709221,0.8936714133343772,0.8936691175580992,0.850228312229894,0.9000700521236334,0.8211912678082468,0.8201057155821362,0.9274203761670632,0.9233394646715776,0.9300570693037238,0.929954197313056,0.9452079302346068,0.9448853610308134,0.9453410508120984,0.945340342713544,3.237429301409428,2.107238213447609,-0.8797324222364789,2947,927.25,0.816222670990552,1056.8051795387832,0.9758878237895124,0.9774967490097012,0.9774904095743993,0.9775130029495336,15.0,0.4451847031412246,8.0,156,112.76172822863306,111.0,60,96,0.2181228633586673,11.986828591067123,143.68405967162428,1,ischemic,10062.png
0.9623826393972004,0.9623061859390026,0.9627087159382444,0.9625485059051018,0.2729941429420006,0.2766969009624707,0.2221922044036752,0.2572630752762356,0.874640681943943,0.8732614097373753,0.8982399198800209,0.881864764059921,0.9810109666442394,0.9809719243585469,0.9811770816260474,0.9810955156271374,3.4062907884808493,2.1258607933683877,-0.1630065686120172,1066,287.3125,1.0493529509429749,332.13659064269024,0.9893940100212394,0.9897593083012228,0.9902475799029858,0.9896236258530906,21.0,1.0623033000159987,10.0,170,87.7561453121601,85.0,41,129,0.6461299228194338,16.409524384163333,269.272490514451,1,ischemic,10072.png
0.9742861746238828,0.9751465237921764,0.9741111817312854,0.9750722727369996,0.1767653357716371,0.1169068840312466,0.1854564145983445,0.1397559883977586,0.8216865118915467,0.8823839343307952,0.813405137247222,0.8590183438368938,0.9870592858800814,0.9874949930292122,0.9869705187105616,0.9874574382340304,3.542755408270017,1.8833420401378536,0.1004310835177255,763,188.4375,1.340730652133963,274.0741160594156,0.9937755138248594,0.9946223094454378,0.9939825436754198,0.994461301510342,19.0,10.733495027437556,10.0,255,109.18142620232172,107.0,61,194,2.450640710653149,23.48493578682345,551.5422089112205,1,ischemic,10073.png
0.9155049845142084,0.9153589834779772,0.9155223542728148,0.915289915433822,0.1517969103326323,0.14118028394462,0.1393208205629509,0.1463205593734387,0.9397050749776424,0.9440704484186876,0.9448055230811362,0.9418813282115608,0.9568201325286516,0.9567436643192438,0.9568290692199604,0.95670772134849,3.2317206596369186,1.579520482533444,1.5494613249422864,3727,681.25,1.734199516532714,1180.539257077036,0.9841320757728363,0.9855383200442352,0.9850250668361072,0.9846852843732108,21.0,2.031528600065233,10.0,255,92.47724770642202,90.0,39,216,0.4763476848795452,15.942365684475456,254.15902361754056,1,ischemic,10077.png
0.9617780565747188,0.9616427605419466,0.9621642611375176,0.9622303564229732,0.2514061148307611,0.24067726338786,0.197535769170959,0.1929167268261409,0.920761504787998,0.9243477416586612,0.937910756215974,0.9391971302095686,0.9807027870510556,0.9806337246776078,0.9808996413885128,0.9809333772357736,3.447496996757067,2.286923327357861,-0.1088980482768873,1021,297.1875,0.9109244775443428,293.6209756535626,0.9895532911938912,0.9899504497603104,0.9904377336567168,0.9901118212849984,21.0,0.5805039264345888,10.0,155,96.33859095688749,95.0,57,98,0.5659395967013616,15.186612543232174,230.63320053825683,1,ischemic,10088.png
0.9788796595473844,0.9787678477696286,0.9793389936992418,0.9795428573395628,0.1015730785214032,0.104544820355618,0.0889290997492239,0.088874107616825,0.745972912371128,0.7392281118196359,0.7781781461060899,0.7777414193318641,0.9893833546645148,0.9893266805348122,0.9896153947912416,0.9897184860638524,3.6025236647581185,1.4628297818871236,2.0945357499250123,886,142.375,1.8758619150851497,268.04707492341714,0.9941343589300092,0.9941873309311768,0.994697327018737,0.9946696823148584,18.0,31.906788112935672,8.0,255,79.57155399473223,80.0,21,234,3.1048303180556,17.221939127546925,296.5951873129318,1,ischemic,10095.png
0.9777647423555372,0.9788887364019068,0.9783125308227104,0.9795719300118252,0.3898741741571845,0.2646032139338289,0.3218757185613461,0.197742607321658,0.8055488260272693,0.8683921131557515,0.8399044231847905,0.90137040422879,0.9888197540278184,0.9893879397981472,0.9890966292961956,0.9897332316735472,3.4607947369419905,2.028051442972733,-0.0904432675676041,611,153.375,1.1472860942831855,194.7125686107602,0.992648540164323,0.9937442320688632,0.9931819838841188,0.9940115858404632,17.25,2.1367693253067843,8.0,118,80.82925835370823,82.0,10,108,-0.7166511486301196,12.607055165868765,158.93783995525826,1,ischemic,10101.png
0.8827418768736388,0.8830948932211818,0.8832784158421519,0.8843539863943702,0.4229648885216506,0.3899865827208366,0.3737815185816215,0.3234969185592191,0.9277101680650226,0.9335186571121448,0.9362808230981364,0.9447106752251468,0.9395429404900396,0.9397303052858716,0.9398280006855164,0.9404006897514846,3.2713945028933784,1.716297082638421,-0.4356253210417837,3733,936.125,1.1447998147771006,1403.493181093161,0.9779772692358604,0.9797676296510476,0.979902434671338,0.979703831754458,17.0,0.6209607417290175,9.0,219,107.15836560288425,107.0,66,153,0.2668059869496523,12.44344223649068,154.83925469288013,1,ischemic,10105.png
