filename,mean,std,var,median,iqr,mad,skew,kurtosis,entropy,min,max,range,hist_mean,hist_std,hist_entropy,hist_skew,hist_kurtosis,hist_max_bin,contrast_0,contrast_45,contrast_90,contrast_135,homogeneity_0,homogeneity_45,homogeneity_90,homogeneity_135,correlation_0,correlation_45,correlation_90,correlation_135,ASM_0,ASM_45,ASM_90,ASM_135,energy_0,energy_45,energy_90,energy_135
10003.png,106.44423440453686,16.167124271545486,261.3759072115951,105.0,18.0,9.0,1.5108088212503465,5.779103843286739,3.604053847427549,69,255,186,264.5,432.35546717949575,1.697197968595313,1.6505116282159817,1.2714452846718958,1353,0.1765227982621419,0.20820033642279076,0.3135074494846521,0.28478413434456634,0.9928883317967484,0.9924314744902202,0.9899591385134076,0.9907066533630084,0.8629138249526697,0.838740175253729,0.7565269537994223,0.7794200263060027,0.9643155266108097,0.9634094571947394,0.9607832236425321,0.9614237328222283,0.9819955605568652,0.9815338393042606,0.9801951105557541,0.9805214100217466
10017.png,57.48384227690483,19.341458472225327,374.09201583281686,55.0,17.0,10.0,3.299702988319172,30.76141710369164,3.383412150975761,6,255,249,210.8125,397.0576498995454,1.4944243606326384,1.9869130714139587,2.4729312556522123,1328,0.05837015176488053,0.07057616708913156,0.07082045981014097,0.046457382139865194,0.9940691660632658,0.9936712269533997,0.9937627143275582,0.9951566246255963,0.821357614281065,0.7845790964976566,0.7832466902687433,0.8581721366745182,0.9717560095749994,0.9710624330958629,0.9714130954436917,0.9725239877488844,0.9857767865038604,0.9854247586455056,0.9856028246952317,0.9861662386597724
10024.png,99.39906103286386,13.834548814557643,191.39474090237826,100.0,23.0,11.0,-0.008557172280247409,-0.19315543791047718,4.157361403519629,52,137,85,39.9375,35.14162195673387,2.369788651178707,0.4333938055194868,-1.3201756617341271,100,0.08089993440137001,0.09147498490032795,0.13918652816382213,0.12967725768025143,0.9982559046101519,0.9982379187997198,0.9979418376503607,0.9980132304535275,0.8637136839870078,0.8463082952186219,0.7655170179869252,0.7821353278790607,0.9945279506877841,0.9944502350064067,0.9940635603767514,0.994127860402014,0.9972602187217832,0.9972212470848905,0.9970273514756949,0.9970595866906168
10028.png,128.46153846153845,17.640541138248288,311.18869165023017,129.0,23.0,10.0,0.12976553036437094,1.4056610818445492,3.944124573020379,45,194,149,65.8125,77.3306365145794,2.0966683285177212,0.8442309441612714,-0.9035224236207982,223,0.1526208211685757,0.18704928813769148,0.18255190135803304,0.15254408476555428,0.9970538564795447,0.9967955360793651,0.996871904117131,0.9971658523647816,0.81449218026974,0.7732457726606952,0.7781097495585473,0.8150780770030946,0.9906010466423903,0.9902065605857295,0.9902318999320748,0.9905155272606369,0.9952894172616665,0.9950911887793398,0.995103949177531,0.9952464368498068
10038.png,83.43470483005366,13.455908699821036,181.06147893791942,82.0,15.0,8.0,0.538891004122363,0.3206187934563558,4.239028961994295,54,131,77,34.9375,31.42345610765945,2.388918688259095,0.7292175252465432,-0.9730614773836144,94,0.12123149487544278,0.09753919181149961,0.0538786384917605,0.08042264045770775,0.998077190461849,0.9982673897712853,0.9985736590744878,0.9983888451949724,0.6960764235884147,0.7561488922754919,0.8649299788703025,0.7989271159527478,0.9946221922127693,0.9948359729643297,0.9952781808492254,0.995030504456576,0.9973074599723913,0.9974146274669232,0.9976362948689301,0.9975121473054797
10053.png,94.75413702733059,20.96631376544795,439.58631291121225,92.0,19.0,9.0,4.186812180148998,28.358084658631324,3.3613029632158407,41,255,214,1669.375,2977.406880890652,1.53684671299421,1.72047449631218,1.5213393674759805,9824,0.5884886972195295,0.4905837654450084,0.35118677295181183,0.47914015700209944,0.9676604669233847,0.9709633098841234,0.9716698046879366,0.9709886276762582,0.8962922265697401,0.9137340882008288,0.9380870541616808,0.9157458122556338,0.8113564769959313,0.8120823152387842,0.813575463398497,0.8123520783870805,0.9007520050044203,0.9011535813356534,0.9019833859653302,0.9013033522501893
10059.png,92.77873338545739,11.34946281266694,128.8103061361098,92.0,14.0,8.0,0.1798094945909004,0.6049040183768364,3.6155086136512753,52,138,86,79.9375,97.56758474898311,2.1246590214842582,1.426791287353438,1.1454840115220124,345,0.18222178313547177,0.20402857328548815,0.18614659323375005,0.14539741430159128,0.9964148498200482,0.9963043167404079,0.9964216793407141,0.9967924077837812,0.8208693990287942,0.7999860760639951,0.8170127650566635,0.8574664169535433,0.9886543212547463,0.9884524208615466,0.9886619665776001,0.9889345699923098,0.9943109536729845,0.9942093768660188,0.9943147988902338,0.9944518561750498
10060.png,102.88698630136986,12.034378629568389,144.82626899981233,103.0,16.0,8.0,0.16232098421932872,-0.02536325216331692,4.618387651945313,70,137,67,18.25,15.384651442265437,2.438068890496968,0.5505763435992975,-0.9398627146404226,51,0.07720926586916561,0.08331143461792129,0.11112209430292684,0.10286579639027049,0.9989720678855277,0.9989688344491446,0.9988050610035714,0.998874810794843,0.7328505574809282,0.7125279053714048,0.6154978507474955,0.6450540917846374,0.9971878709980513,0.9971357891924045,0.9969247296496547,0.9969974411733057,0.998592942472031,0.998566859783767,0.9984611753943168,0.9984975803473971
10062.png,112.76172822863306,11.986828591067125,143.68405967162428,111.0,15.0,8.0,0.21812286335866732,0.4451847031412246,3.2374293014094278,60,156,96,927.25,1056.8051795387832,2.1072382134476095,0.816222670990552,-0.8797324222364789,2947,0.850228312229894,0.8211912678082468,0.8201057155821362,0.9000700521236334,0.9758878237895124,0.9774904095743993,0.9775130029495335,0.9774967490097012,0.9274203761670631,0.9300570693037238,0.9299541973130561,0.9233394646715776,0.8934188795073775,0.8936714133343772,0.8936691175580992,0.8928105898709221,0.9452079302346067,0.9453410508120985,0.945340342713544,0.9448853610308134
10072.png,87.7561453121601,16.409524384163333,269.272490514451,85.0,21.0,10.0,0.6461299228194338,1.0623033000159987,3.4062907884808493,41,170,129,287.3125,332.13659064269024,2.1258607933683873,1.0493529509429749,-0.16300656861201723,1066,0.27299414294200064,0.22219220440367526,0.2572630752762356,0.2766969009624707,0.9893940100212394,0.9902475799029858,0.9896236258530906,0.9897593083012227,0.874640681943943,0.8982399198800209,0.881864764059921,0.8732614097373753,0.9623826393972004,0.9627087159382445,0.9625485059051018,0.9623061859390026,0.9810109666442394,0.9811770816260474,0.9810955156271374,0.9809719243585469
