filename,mean,std,var,median,iqr,mad,skew,kurtosis,entropy,min,max,range,hist_mean,hist_std,hist_entropy,hist_skew,hist_kurtosis,hist_max_bin,contrast_0,contrast_45,contrast_90,contrast_135,homogeneity_0,homogeneity_45,homogeneity_90,homogeneity_135,correlation_0,correlation_45,correlation_90,correlation_135,ASM_0,ASM_45,ASM_90,ASM_135,energy_0,energy_45,energy_90,energy_135
10002.png,180.483288166215,24.7528422324129,612.7031985827235,180.0,38.0,19.0,-0.1832292969291007,-0.7252992214798315,4.451444356842826,109,234,125,69.1875,45.450823356128545,2.523507625883191,-0.0013067650815014537,-1.281035550766056,141,0.17252910898229348,0.1443801482289941,0.06078896014832317,0.10075634321457257,0.9967978022845415,0.9970797222791212,0.997987376070915,0.9977298655341964,0.8509254330394085,0.8756060393821454,0.947473391887327,0.9131836664324968,0.989941534042992,0.9901479275068182,0.9908915716512224,0.9905208332589783,0.9949580311532268,0.9950617301029127,0.995435364067753,0.9952491104196143
10033.png,167.57836644591612,27.430116911191778,752.4113137616492,178.0,43.0,15.0,-0.7548911936953006,-0.7190959028318766,3.870294768849061,88,214,126,396.375,352.8788522637762,2.3946097321598225,1.075489662112938,-0.08542084836510178,1133,0.2728994303177423,0.42823986956325716,0.4856015749189502,0.3360316074878394,0.9905032835615084,0.9888420970174708,0.9877531110863726,0.990008638835793,0.9595848781544635,0.9367598583946068,0.9280869520039938,0.9503756987378419,0.9492861534057576,0.9477289407361652,0.9472153997119458,0.9485000457383163,0.9743130863205584,0.9735132646693804,0.973249663413745,0.9739093632957676
10036.png,194.15772462831288,31.368398361510998,983.9764157664458,197.0,48.0,23.0,-0.40659510571714735,-0.5765025458708508,4.19525947791349,100,255,155,96.6875,67.7382081527848,2.511180927291972,0.5769404875997199,-0.046045723844275965,261,0.09547113822685661,0.10450134462418663,0.09286814534530852,0.09167057155635581,0.9963413653858076,0.9964538581539136,0.9968051726925662,0.9966931372962414,0.939572746205586,0.9340508346522066,0.9412202323195662,0.9421458609970389,0.9871747889292815,0.987042009508408,0.9871876915426515,0.9871618661869747,0.9935666904309631,0.9934998502038868,0.9935731837120224,0.9935601735424114
10039.png,119.30034129692832,34.22967845679433,1171.67088725553,118.0,52.5,26.0,0.04170824049550854,-0.5752485920196131,4.635722947620297,5,203,198,54.9375,43.00649478567162,2.4047093703734044,-0.05373217378197572,-1.708183709231113,112,0.16754730223495465,0.13036322865890868,0.08391172581944906,0.12348491736024099,0.9964060275108162,0.996801767862685,0.9971514513665282,0.9969006837419844,0.7056187777526602,0.7716168297672706,0.8525710429416238,0.7836819182855911,0.9911170909470953,0.9914378204657353,0.9920368738271912,0.9916829840039284,0.9955485948211162,0.9957096381800414,0.9960104641164907,0.9958327544608344
10045.png,136.10591900311528,31.09158407800125,966.6866004794208,139.0,49.0,23.0,-0.4492063101306075,-0.6138175542708493,4.681940717615731,41,193,152,40.125,29.378723168306685,2.502151898108009,0.5549376311015668,-0.662109607948469,102,0.07785832241536816,0.07374906985838041,0.05270552489460334,0.05232320677287148,0.9979539708916522,0.9980794036856087,0.9983484105773868,0.9983472537169384,0.8656488167707203,0.8731118956434445,0.9090501716948323,0.9099726106795788,0.9941859926432454,0.994225069346645,0.9944182072262029,0.9944170015837211,0.9970887507872397,0.9971083381167473,0.9972051938895042,0.9972045843548619
10046.png,118.62925562608194,22.615584972208318,511.46468363517465,116.0,25.0,13.0,0.6617583398625632,4.136434926506693,3.823660836555678,23,255,232,216.625,320.64385909447884,1.8373298256193158,1.4432184593537571,0.8276597811305302,1063,0.2725186302856479,0.26479495965944194,0.2633942131966706,0.24858470282846637,0.9910710652792369,0.9919159429423687,0.9919908637335264,0.9919940294893738,0.7953798314051852,0.8016868318952031,0.8022295976438035,0.8138398553417949,0.9684106046430117,0.9686632753002056,0.9689928886096938,0.9688194305080913,0.9840783718826233,0.984206549850284,0.9843742229714015,0.9842859045225114
10047.png,169.0190023752969,29.288779017914823,857.8325763602477,170.0,41.0,21.0,0.08229952965607105,0.053638908532383844,4.185658310819489,77,255,178,157.875,138.9896016794062,2.371005253862177,0.6312529744342503,-0.9272917275444126,443,0.3251410055608081,0.25848418992977035,0.22247209611087063,0.3168951208392167,0.9929790304823806,0.9938099427756666,0.9936278892945793,0.9931066201744985,0.8339820536728917,0.8683845232948967,0.8864122127833038,0.838645149243598,0.9773115511352733,0.9779270860182875,0.9782677059923647,0.9773613923749176,0.9885906048192398,0.9889018003227044,0.9890741091413924,0.988615680904965
10049.png,192.84258984258983,34.219814655588614,1170.9957150628372,190.0,58.0,29.0,0.0939083147449838,-1.0582323527803386,3.984814359175569,107,255,148,210.4375,111.48877115543968,2.592655920252037,-0.38604778584494936,-0.6787181831878328,383,0.17099564311675386,0.16799979153188557,0.1678146753345157,0.1653887040226394,0.9931837150787369,0.9933964041455488,0.9933580568390153,0.9935343878975468,0.9494256395693995,0.9504510365538635,0.9503665322710116,0.9512208896483777,0.9725148354053813,0.9724730635281742,0.9725276020609508,0.9725035055290415,0.9861616301911166,0.9861404065282199,0.9861681043584802,0.9861558457767826
10050.png,150.6153039832285,26.867502690026466,721.8627007985795,152.0,38.0,19.0,0.07937613852704993,0.7882736336234877,4.0104270403988505,58,255,197,596.25,633.5415830866984,2.167129009276045,0.5694140788148977,-1.4439259634479584,1596,0.4645433008802981,0.43171173376057553,0.39086967283116697,0.4232424041564336,0.9798202700290289,0.981076296769757,0.9809297040093045,0.9812964681893513,0.9186085271433285,0.9245734393815459,0.9315168964698133,0.9260516660861166,0.9214831304288745,0.9217989058671666,0.9224017380598332,0.9217393045235193,0.9599386070030557,0.9601025286262276,0.9604170821669052,0.9600714815419629
10052.png,159.28325028746647,19.28692073992223,371.9853116280422,160.0,26.0,13.0,0.2954343389410034,1.4201465886656663,3.743140095116129,95,255,160,163.0625,191.1274014728134,2.073820667058641,0.8773355549473981,-0.640936355881943,586,0.2595450948704164,0.26335772108635674,0.23313462394789797,0.2483557583852031,0.9936699040225854,0.9938250731751679,0.9938359597387095,0.9939840370020171,0.8521154654641787,0.8503542008760422,0.867168388906078,0.8588819411050824,0.9770164396229939,0.9769142348214812,0.97731222130944,0.9770613628773653,0.9884413336034563,0.988389523646525,0.9885909521211239,0.9884639617913704
