filename,label,Disorder,hist_mean,hist_max_bin,hist_std,hist_kurtosis,std,median,var,ASM_0,ASM_45,ASM_135,ASM_90,hist_skew,entropy,energy_0,energy_45
10003.png,1,ischemic,264.5,1353,432.35546717949575,1.2714452846718958,16.167124271545486,105.0,261.3759072115951,0.9643155266108095,0.9634094571947394,0.9614237328222284,0.960783223642532,1.6505116282159815,3.604053847427549,0.9819955605568652,0.9815338393042606
10017.png,1,ischemic,210.8125,1328,397.0576498995454,2.4729312556522123,19.341458472225327,55.0,374.09201583281686,0.9717560095749994,0.9710624330958628,0.9725239877488844,0.9714130954436916,1.986913071413959,3.383412150975761,0.9857767865038604,0.9854247586455056
10024.png,1,ischemic,39.9375,100,35.14162195673387,-1.3201756617341271,13.834548814557644,100.0,191.39474090237823,0.994527950687784,0.9944502350064068,0.994127860402014,0.9940635603767514,0.4333938055194868,4.157361403519629,0.9972602187217832,0.9972212470848903
10028.png,1,ischemic,65.8125,223,77.3306365145794,-0.9035224236207982,17.640541138248288,129.0,311.18869165023017,0.9906010466423903,0.9902065605857296,0.9905155272606369,0.9902318999320748,0.8442309441612714,3.944124573020379,0.9952894172616664,0.9950911887793398
10038.png,1,ischemic,34.9375,94,31.42345610765945,-0.9730614773836144,13.455908699821036,82.0,181.06147893791945,0.9946221922127692,0.9948359729643296,0.995030504456576,0.9952781808492254,0.7292175252465432,4.239028961994295,0.9973074599723912,0.9974146274669232
10053.png,1,ischemic,1669.375,9824,2977.406880890652,1.5213393674759803,20.96631376544795,92.0,439.58631291121225,0.8113564769959313,0.8120823152387842,0.8123520783870805,0.813575463398497,1.72047449631218,3.3613029632158407,0.9007520050044204,0.9011535813356534
10059.png,1,ischemic,79.9375,345,97.56758474898312,1.1454840115220124,11.34946281266694,92.0,128.8103061361098,0.9886543212547464,0.9884524208615466,0.9889345699923098,0.9886619665776,1.426791287353438,3.6155086136512753,0.9943109536729844,0.9942093768660188
10060.png,1,ischemic,18.25,51,15.384651442265437,-0.9398627146404226,12.034378629568389,103.0,144.82626899981233,0.9971878709980512,0.9971357891924044,0.9969974411733056,0.9969247296496548,0.5505763435992975,4.618387651945313,0.998592942472031,0.998566859783767
10062.png,1,ischemic,927.25,2947,1056.8051795387832,-0.8797324222364789,11.986828591067123,111.0,143.68405967162428,0.8934188795073775,0.8936714133343772,0.8928105898709221,0.8936691175580992,0.816222670990552,3.237429301409428,0.9452079302346068,0.9453410508120984
10072.png,1,ischemic,287.3125,1066,332.13659064269024,-0.1630065686120172,16.409524384163333,85.0,269.272490514451,0.9623826393972004,0.9627087159382444,0.9623061859390026,0.9625485059051018,1.0493529509429749,3.4062907884808493,0.9810109666442394,0.9811770816260474
10073.png,1,ischemic,188.4375,763,274.0741160594156,0.1004310835177255,23.48493578682345,107.0,551.5422089112205,0.9742861746238828,0.9741111817312854,0.9751465237921764,0.9750722727369996,1.340730652133963,3.542755408270017,0.9870592858800814,0.9869705187105616
10077.png,1,ischemic,681.25,3727,1180.539257077036,1.5494613249422864,15.942365684475456,90.0,254.15902361754056,0.9155049845142084,0.9155223542728148,0.9153589834779772,0.915289915433822,1.734199516532714,3.2317206596369186,0.9568201325286516,0.9568290692199604
10088.png,1,ischemic,297.1875,1021,293.6209756535626,-0.1088980482768873,15.186612543232174,95.0,230.63320053825683,0.9617780565747188,0.9621642611375176,0.9616427605419466,0.9622303564229732,0.9109244775443428,3.447496996757067,0.9807027870510556,0.9808996413885128
